ACS_Iteration,ACS_time,ACS_dist,Elitist_Iteration,Elitist_time,Elitist_dist,MaxMin_Iteration,MaxMin_time,MaxMin_dist
98,1.1769020557403564,6708.256185821918,92,1.2251577377319336,6704.628576784338,94,1.190481185913086,6659.906740386758
