ACS_Iteration,ACS_time,ACS_dist,Elitist_Iteration,Elitist_time,Elitist_dist,MaxMin_Iteration,MaxMin_time,MaxMin_dist
97,5075.322725534439,17577.789792328927,98,5034.141382455826,17037.746593982258,91,4966.475555896759,17166.132462679787
