iter
56.2
56.2
56.2
56.8
56.8
57.2
57.4
57.6
57.6
58.6
58.6
59.0
59.2
59.4
59.4
59.8
59.8
60.0
60.2
60.4
60.4
60.6
60.8
61.0
61.2
61.4
61.4
61.6
61.6
61.8
62.0
62.2
62.4
62.6
62.8
63.2
63.2
63.4
63.4
63.6
64.0
64.0
64.2
64.4
64.6
64.8
64.8
65.0
65.2
65.4
65.4
65.4
65.6
65.8
66.0
66.0
66.2
66.2
66.8
66.8
67.0
67.2
67.4
67.4
67.4
67.6
67.6
67.8
68.0
68.0
68.2
68.6
68.8
68.8
69.0
69.2
69.4
69.4
69.6
70.0
70.0
70.2
70.4
70.6
70.6
70.4
70.4
70.6
70.8
70.8
71.0
71.0
71.2
71.2
71.4
71.4
71.6
71.8
72.0
72.0
72.2
72.4
72.4
72.6
72.6
72.8
73.2
73.2
73.2
73.4
73.4
73.6
73.8
73.8
73.8
74.0
74.4
74.4
74.6
74.6
74.8
74.8
74.8
75.0
75.2
75.2
75.4
75.8
75.8
76.0
76.0
76.2
76.4
76.4
76.6
76.6
76.8
77.0
77.4
77.4
77.4
77.8
78.0
77.8
78.0
78.0
78.0
78.2
78.2
78.2
78.4
78.6
78.8
79.0
79.2
79.2
79.4
79.6
79.6
79.8
79.8
80.0
80.0
80.4
80.4
80.6
80.8
80.8
81.0
81.0
81.2
81.4
81.4
81.8
81.8
82.0
82.2
82.4
82.6
82.4
82.6
82.6
82.8
82.8
83.0
83.0
83.2
83.4
83.6
83.8
83.8
83.8
83.8
84.0
84.2
84.2
84.4
84.6
85.0
85.0
85.0
85.2
85.4
85.4
85.4
85.4
85.6
85.4
85.6
85.8
85.8
85.8
86.0
86.2
86.2
86.2
86.4
86.4
86.6
86.6
86.8
86.8
87.0
87.0
87.2
87.2
87.4
87.4
87.6
87.6
87.6
87.8
88.0
88.2
88.2
88.2
88.4
88.4
88.4
88.4
88.4
88.4
88.4
88.6
88.6
88.6
88.8
88.8
89.0
89.0
89.0
89.0
89.2
89.4
89.4
89.4
89.4
89.6
89.6
89.6
89.6
89.8
90.0
90.0
90.0
90.0
90.0
90.0
90.2
90.2
90.2
90.2
90.4
90.4
90.4
90.6
90.6
90.8
90.8
90.6
90.8
91.0
91.0
91.0
91.2
91.2
91.4
91.4
91.4
91.4
91.6
91.8
91.8
92.0
92.0
92.0
92.0
92.0
92.2
92.2
92.4
92.6
92.8
93.0
93.0
93.0
93.0
93.2
93.2
93.6
93.4
93.4
93.4
93.6
93.6
93.6
93.6
93.6
93.8
93.8
93.8
94.0
94.0
94.0
94.0
94.0
94.0
94.2
94.2
94.4
94.4
94.6
94.6
94.6
94.4
94.6
94.6
94.6
94.8
95.0
95.0
95.0
95.0
95.2
95.0
95.0
95.0
95.2
95.2
95.2
95.2
95.2
95.4
95.6
95.6
95.6
96.0
96.0
95.8
95.8
95.8
95.8
95.8
